valuation date,portfolio code,portfolio name,asset name,issuer,security,isin no,secname,quantity,market price,cost price,mktval,per,nav
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Cholamandalam Investment And Finance Company Limited,010202101,INE121A01024,EQ - CHOLAMANDALAM INVESTMENT & FIN,"77,516","1,696.8",377.2732634553,"131,529,148.8",0.98,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Creditaccess Grameen Ltd,012151001,INE741K01010,EQ - CREDITACCESS GRAMEEN LTD,"49,414","1,423.6","1,246.1977546849","70,345,770.4",0.52,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Federal Bank Ltd.,010214201,INE171A01029,EQ - FEDERAL BANK LTD.,"193,048",236.61,235.3521296258,"45,677,087.28",0.34,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Hdb Financial Services Ltd.,012118901,INE756I01012,EQ - HDB FINANCIAL SERVICES LIMITED,"47,609",731.3,740,"34,816,461.7",0.26,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Hdfc Asset Management Company Ltd,012148301,INE127D01025,EQ - HDFC ASSET MANAGEMENT COMPANY,"18,532","5,379","4,199.9918994172","99,683,628",0.74,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Hdfc Bank Ltd.,010216601,INE040A01034,EQ - HDFC BANK LIMITED,"2,175,000",987.3,537.5831465379,"2,147,377,500",15.94,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Hdfc Life Insurance Company Limited,012142401,INE795G01014,EQ - HDFC LIFE INSURANCE COMPANY LI,"450,000",731.85,674.7757630667,"329,332,500",2.45,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Icici  Lombard General Insurance Company Ltd,012141101,INE765G01017,EQ - ICICI LOMBARD GENERAL INSURANC,"100,000","1,993.7","1,854.6403126","199,370,000",1.48,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Icici Bank Ltd,012002901,INE090A01021,EQ - ICICI BANK LTD,"1,852,344","1,345.3",657.3006374626,"2,491,958,383.2",18.5,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,India Shelter Finance Corporation Ltd,012171201,INE922K01024,EQ - INDIA SHELTER FINANCE CORPORATION LTD,"275,000",883.85,614.3768021455,"243,058,750",1.8,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Indian Bank,010201101,INE562A01011,EQ - INDIAN BANK,"325,000",858.7,341.8777730462,"279,077,500",2.07,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Indus Ind Bank Ltd.,012001901,INE095A01012,EQ - INDUSIND BANK,"118,468",794.8,961.508254803,"94,158,366.4",0.7,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Karur Vysya Bank Ltd.,012002001,INE036D01028,EQ - KARUR VYSYA BANK LTD.,"1,800,000",243.15,85.4047573722,"437,670,000",3.25,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Kfin Technologies Ltd,012166801,INE138Y01010,EQ - KFIN TECHNOLOGIES LTD,"58,309","1,098.1",956.8025634122,"64,029,112.9",0.48,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Kotak Mahindra Bank Ltd.,010207501,INE237A01028,EQ - KOTAK MAHINDRA BANK LTD.,"550,000","2,102.2","1,911.4713904545","1,156,210,000",8.58,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Max Financial Services Ltd.,011923801,INE180A01020,EQ - MAX FINANCIAL SERVICES LTD.,"240,000","1,546.5",970.8719267917,"371,160,000",2.76,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Multi Commodity Exchange Of India Ltd,012118701,INE745G01035,EQ - MULTI COMMODITY EXCHANGE OF IN,"30,000","9,243.5","4,893.4330373333","277,305,000",2.06,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,National Securities Depository Ltd.,012119001,INE301O01023,EQ - NATIONAL SECURITIES DEPOSITORY LIMITED,"42,000","1,158.55",800,"48,659,100",0.36,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Prudent Corporate Advisory Services Ltd,012165001,INE00F201020,EQ - PRUDENT CORPORATE ADVISORY SERVICES LTD,"9,225","2,555.5","1,543.0511447154","23,574,487.5",0.18,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Rec Ltd,010501401,INE020B01018,EQ - REC LTD,"832,500",374.85,429.9196616817,"312,062,625",2.32,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Sbi Life Insurance Company Ltd.,012099601,INE123W01016,EQ - SBI LIFE INSURANCE COMPANY LTD,"80,000","1,955.7","1,405.799429375","156,456,000",1.16,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Seshaasai Technologies Limited,012184201,INE04VU01023,EQ - SESHAASAI TECHNOLOGIES LIMITED,"300,000",373.75,419.1491097667,"112,125,000",0.83,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Shriram Finance Ltd,010208201,INE721A01047,EQ - SHRIRAM FINANCE LTD,"550,000",748.9,484.3139439273,"411,895,000",3.06,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,State Bank Of India,010200901,INE062A01020,EQ - STATE BANK OF INDIA,"850,000",937,756.7161463765,"796,450,000",5.91,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Tata Capital Ltd.,012087101,INE976I01016,EQ - TATA CAPITAL LTD,"143,796",327.3,326,"47,064,430.8",0.35,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Equity Shares,Ujjivan Small Finance Bank Ltd,012142301,INE551W01018,EQ - UJJIVAN SMALL FINANCE BANK LTD,"6,534,317",51.84,44.0177434015,"338,738,993.28",2.52,"13,467,947,468.84"
20251031,163,UTI - Banking and Financial Services Fund,Nca,Nca,NCA,INR CURNCY,NCA,"128,395,544.33",100,100,"128,395,544.33",0.95,"13,467,947,468.84"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Aditya Birla Sun Life Amc Ltd,012159801,INE404A01024,EQ - ADITYA BIRLA SUN LIFE AMC LTD,"550,000",762,460,"419,100,000",1.07,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Ajanta Pharma Limited,012025501,INE031B01049,EQ - AJANTA PHARMA LTD.,"225,000","2,465.3","1,827.7431477333","554,692,500",1.42,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Akzo Nobel India Ltd.,010420501,INE133A01011,EQ - AKZO NOBEL INDIA LTD.,"107,904","3,241.7","1,053.0430705998","349,792,396.8",0.9,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Aster Dm Healthcare Ltd,012147501,INE914M01019,EQ - ASTER DM HEALTHCARE LTD,"420,317",678.05,503.6713209554,"284,995,941.85",0.73,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Axis Bank Ltd.,010213601,INE238A01034,EQ - AXIS BANK LTD.,"250,000","1,232.8","1,244.76431016","308,200,000",0.79,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Bajaj Auto Ltd.,012086501,INE917I01010,EQ - BAJAJ AUTO LTD.,"87,904","8,892.5","5,505.6908734529","781,686,320",2,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Bharat Electronics Ltd.,010626301,INE263A01024,EQ - BHARAT ELECTRONICS LTD.,"1,800,000",426.1,22.9162734389,"766,980,000",1.96,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Bharat Petroleum Corporation Ltd.,011932701,INE029A01011,EQ - BHARAT PETROLEUM CORPN LTD.,"1,750,000",356.8,150.0882499257,"624,400,000",1.6,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Bharti Airtel Ltd.,012038901,INE397D01024,EQ - BHARTI AIRTEL LTD.,"570,000","2,054.5","1,639.9996591754","1,171,065,000",3,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Cipla  Ltd.,010443401,INE059A01026,EQ - CIPLA LTD.,"450,000","1,501.3","1,225.4099197333","675,585,000",1.73,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Coal India Ltd.,012000301,INE522F01014,EQ - COAL INDIA LTD.,"2,150,000",388.65,283.3943670651,"835,597,500",2.14,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Computer Age Management Services Ltd,012155201,INE596I01012,EQ - COMPUTER AGE MANAGEMENT SERV,"175,000","3,941.3","2,109.9272349714","689,727,500",1.77,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Crompton Greaves Consumer Electricals Ltd.,012132601,INE299U01018,EQ - CROMPTON GREAVES CONSUMER ELEC,"2,120,000",282.7,289.9674661887,"599,324,000",1.54,"39,040,365,810.82"
20251031,190,UTI - Dividend Yield Fund,Equity Shares,Dabur India Ltd.,010443301,INE016A01026,EQ - DABUR INDIA LTD.,"1,200,000",487.55,537.0112347417,"585,060,000",1.5,"39,040,365,810.82"
